subject,model,task,requested_seconds,effective_seconds,permutation,balanced_accuracy
t16,shrinkage_lda,listening_word,0.5,0.5,42,0.17857142857142858
t16,shrinkage_lda,listening_word,0.5,0.5,43,0.10714285714285714
t16,shrinkage_lda,listening_word,0.5,0.5,44,0.10714285714285714
t16,shrinkage_lda,listening_word,0.5,0.5,45,0.17857142857142858
t16,shrinkage_lda,listening_word,0.5,0.5,46,0.10714285714285714
t16,shrinkage_lda,listening_word,0.5,0.5,47,0.2857142857142857
t16,shrinkage_lda,listening_word,0.5,0.5,48,0.10714285714285714
t16,shrinkage_lda,behavior,0.5,0.5,0,0.25
t16,shrinkage_lda,behavior,0.5,0.5,1,0.23214285714285715
t16,shrinkage_lda,behavior,0.5,0.5,2,0.2142857142857143
t16,shrinkage_lda,behavior,0.5,0.5,3,0.21428571428571427
t16,shrinkage_lda,behavior,0.5,0.5,4,0.20535714285714285
t16,shrinkage_lda,behavior,0.5,0.5,5,0.3035714285714286
t16,shrinkage_lda,behavior,0.5,0.5,6,0.24107142857142858
t16,shrinkage_lda,behavior,0.5,0.5,7,0.19642857142857145
t16,shrinkage_lda,behavior,0.5,0.5,8,0.16964285714285715
t16,shrinkage_lda,behavior,0.5,0.5,9,0.25
t16,shrinkage_lda,behavior,0.5,0.5,10,0.4375
t16,shrinkage_lda,behavior,0.5,0.5,11,0.19642857142857142
t16,shrinkage_lda,behavior,0.5,0.5,12,0.21428571428571427
t16,shrinkage_lda,behavior,0.5,0.5,13,0.2767857142857143
t16,shrinkage_lda,behavior,0.5,0.5,14,0.24107142857142858
t16,shrinkage_lda,behavior,0.5,0.5,15,0.20535714285714285
t16,shrinkage_lda,behavior,0.5,0.5,16,0.2589285714285714
t16,shrinkage_lda,behavior,0.5,0.5,17,0.1875
t16,shrinkage_lda,behavior,0.5,0.5,18,0.2589285714285714
t16,shrinkage_lda,behavior,0.5,0.5,19,0.2589285714285714
t16,shrinkage_lda,behavior,0.5,0.5,20,0.2767857142857143
t16,shrinkage_lda,behavior,0.5,0.5,21,0.3035714285714286
t16,shrinkage_lda,behavior,0.5,0.5,22,0.2857142857142857
t16,shrinkage_lda,behavior,0.5,0.5,23,0.25
t16,shrinkage_lda,behavior,0.5,0.5,24,0.3035714285714286
t16,shrinkage_lda,behavior,0.5,0.5,25,0.23214285714285715
t16,shrinkage_lda,behavior,0.5,0.5,26,0.26785714285714285
t16,shrinkage_lda,behavior,0.5,0.5,27,0.23214285714285712
t16,shrinkage_lda,behavior,0.5,0.5,28,0.25
t16,shrinkage_lda,behavior,0.5,0.5,29,0.3482142857142857
t16,shrinkage_lda,behavior,0.5,0.5,30,0.26785714285714285
t16,shrinkage_lda,behavior,0.5,0.5,31,0.2857142857142857
t16,shrinkage_lda,behavior,0.5,0.5,32,0.2857142857142857
t16,shrinkage_lda,behavior,0.5,0.5,33,0.2589285714285714
t16,shrinkage_lda,behavior,0.5,0.5,34,0.2767857142857143
t16,shrinkage_lda,behavior,0.5,0.5,35,0.4017857142857143
t16,shrinkage_lda,behavior,0.5,0.5,36,0.20535714285714285
t16,shrinkage_lda,behavior,0.5,0.5,37,0.17857142857142855
t16,shrinkage_lda,behavior,0.5,0.5,38,0.20535714285714285
t16,shrinkage_lda,behavior,0.5,0.5,39,0.21428571428571427
t16,shrinkage_lda,behavior,0.5,0.5,40,0.2857142857142857
t16,shrinkage_lda,behavior,0.5,0.5,41,0.29464285714285715
t16,shrinkage_lda,behavior,0.5,0.5,42,0.19642857142857145
t16,shrinkage_lda,behavior,0.5,0.5,43,0.2142857142857143
t16,shrinkage_lda,behavior,0.5,0.5,44,0.3214285714285714
t16,shrinkage_lda,behavior,0.5,0.5,45,0.1875
t16,shrinkage_lda,behavior,0.5,0.5,46,0.1875
t16,shrinkage_lda,behavior,0.5,0.5,47,0.22321428571428573
t16,shrinkage_lda,behavior,0.5,0.5,48,0.1607142857142857
t16,diagonal_lda,imagined_word,0.5,0.5,0,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,1,0.10714285714285714
t16,diagonal_lda,imagined_word,0.5,0.5,2,0.17857142857142858
t16,diagonal_lda,imagined_word,0.5,0.5,3,0.07142857142857142
t16,diagonal_lda,imagined_word,0.5,0.5,4,0.21428571428571427
t16,diagonal_lda,imagined_word,0.5,0.5,5,0.07142857142857142
t16,diagonal_lda,imagined_word,0.5,0.5,6,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,7,0.10714285714285714
t16,diagonal_lda,imagined_word,0.5,0.5,8,0.10714285714285714
t16,diagonal_lda,imagined_word,0.5,0.5,9,0.17857142857142858
t16,diagonal_lda,imagined_word,0.5,0.5,10,0.07142857142857142
t16,diagonal_lda,imagined_word,0.5,0.5,11,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,12,0.10714285714285714
t16,diagonal_lda,imagined_word,0.5,0.5,13,0.17857142857142858
t16,diagonal_lda,imagined_word,0.5,0.5,14,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,15,0.07142857142857142
t16,diagonal_lda,imagined_word,0.5,0.5,16,0.21428571428571427
t16,diagonal_lda,imagined_word,0.5,0.5,17,0.07142857142857142
t16,diagonal_lda,imagined_word,0.5,0.5,18,0.07142857142857142
t16,diagonal_lda,imagined_word,0.5,0.5,19,0.10714285714285714
t16,diagonal_lda,imagined_word,0.5,0.5,20,0.17857142857142858
t16,diagonal_lda,imagined_word,0.5,0.5,21,0.07142857142857142
t16,diagonal_lda,imagined_word,0.5,0.5,22,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,23,0.10714285714285714
t16,diagonal_lda,imagined_word,0.5,0.5,24,0.10714285714285714
t16,diagonal_lda,imagined_word,0.5,0.5,25,0.03571428571428571
t16,diagonal_lda,imagined_word,0.5,0.5,26,0.17857142857142858
t16,diagonal_lda,imagined_word,0.5,0.5,27,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,28,0.10714285714285714
t16,diagonal_lda,imagined_word,0.5,0.5,29,0.21428571428571427
t16,diagonal_lda,imagined_word,0.5,0.5,30,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,31,0.17857142857142858
t16,diagonal_lda,imagined_word,0.5,0.5,32,0.21428571428571427
t16,diagonal_lda,imagined_word,0.5,0.5,33,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,34,0.17857142857142858
t16,diagonal_lda,imagined_word,0.5,0.5,35,0.10714285714285714
t16,diagonal_lda,imagined_word,0.5,0.5,36,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,37,0.25
t16,diagonal_lda,imagined_word,0.5,0.5,38,0.10714285714285714
t16,diagonal_lda,imagined_word,0.5,0.5,39,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,40,0.21428571428571427
t16,diagonal_lda,imagined_word,0.5,0.5,41,0.03571428571428571
t16,diagonal_lda,imagined_word,0.5,0.5,42,0.07142857142857142
t16,diagonal_lda,imagined_word,0.5,0.5,43,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,44,0.17857142857142858
t16,diagonal_lda,imagined_word,0.5,0.5,45,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,46,0.14285714285714285
t16,diagonal_lda,imagined_word,0.5,0.5,47,0.10714285714285714
t16,diagonal_lda,imagined_word,0.5,0.5,48,0.10714285714285714
t16,diagonal_lda,attempted_word,0.5,0.5,0,0.14285714285714285
t16,diagonal_lda,attempted_word,0.5,0.5,1,0.10714285714285714
t16,diagonal_lda,attempted_word,0.5,0.5,2,0.17857142857142858
t16,diagonal_lda,attempted_word,0.5,0.5,3,0.17857142857142858
t16,diagonal_lda,attempted_word,0.5,0.5,4,0.14285714285714285
t16,diagonal_lda,attempted_word,0.5,0.5,5,0.14285714285714285
t16,diagonal_lda,attempted_word,0.5,0.5,6,0.25
t16,diagonal_lda,attempted_word,0.5,0.5,7,0.0
t16,diagonal_lda,attempted_word,0.5,0.5,8,0.21428571428571427
t16,diagonal_lda,attempted_word,0.5,0.5,9,0.17857142857142858
t16,diagonal_lda,attempted_word,0.5,0.5,10,0.14285714285714285
t16,diagonal_lda,attempted_word,0.5,0.5,11,0.03571428571428571
t16,diagonal_lda,attempted_word,0.5,0.5,12,0.07142857142857142
t16,diagonal_lda,attempted_word,0.5,0.5,13,0.14285714285714285
t16,diagonal_lda,attempted_word,0.5,0.5,14,0.10714285714285714
t16,diagonal_lda,attempted_word,0.5,0.5,15,0.03571428571428571
t16,diagonal_lda,attempted_word,0.5,0.5,16,0.10714285714285714
t16,diagonal_lda,attempted_word,0.5,0.5,17,0.14285714285714285
t16,diagonal_lda,attempted_word,0.5,0.5,18,0.21428571428571427
t16,diagonal_lda,attempted_word,0.5,0.5,19,0.14285714285714285
t16,diagonal_lda,attempted_word,0.5,0.5,20,0.10714285714285714
t16,diagonal_lda,attempted_word,0.5,0.5,21,0.32142857142857145
t16,diagonal_lda,attempted_word,0.5,0.5,22,0.2857142857142857
t16,diagonal_lda,attempted_word,0.5,0.5,23,0.17857142857142858
t16,diagonal_lda,attempted_word,0.5,0.5,24,0.0
t16,diagonal_lda,attempted_word,0.5,0.5,25,0.07142857142857142
t16,diagonal_lda,attempted_word,0.5,0.5,26,0.25
t16,diagonal_lda,attempted_word,0.5,0.5,27,0.2857142857142857
t16,diagonal_lda,attempted_word,0.5,0.5,28,0.10714285714285714
t16,diagonal_lda,attempted_word,0.5,0.5,29,0.10714285714285714
t16,diagonal_lda,attempted_word,0.5,0.5,30,0.25
t16,diagonal_lda,attempted_word,0.5,0.5,31,0.32142857142857145
t16,diagonal_lda,attempted_word,0.5,0.5,32,0.17857142857142858
t16,diagonal_lda,attempted_word,0.5,0.5,33,0.0
t16,diagonal_lda,attempted_word,0.5,0.5,34,0.14285714285714285
t16,diagonal_lda,attempted_word,0.5,0.5,35,0.0
t16,diagonal_lda,attempted_word,0.5,0.5,36,0.17857142857142858
t16,diagonal_lda,attempted_word,0.5,0.5,37,0.2857142857142857
t16,diagonal_lda,attempted_word,0.5,0.5,38,0.07142857142857142
t16,diagonal_lda,attempted_word,0.5,0.5,39,0.07142857142857142
t16,diagonal_lda,attempted_word,0.5,0.5,40,0.03571428571428571
t16,diagonal_lda,attempted_word,0.5,0.5,41,0.10714285714285714
t16,diagonal_lda,attempted_word,0.5,0.5,42,0.25
t16,diagonal_lda,attempted_word,0.5,0.5,43,0.17857142857142858
t16,diagonal_lda,attempted_word,0.5,0.5,44,0.10714285714285714
t16,diagonal_lda,attempted_word,0.5,0.5,45,0.17857142857142858
t16,diagonal_lda,attempted_word,0.5,0.5,46,0.07142857142857142
t16,diagonal_lda,attempted_word,0.5,0.5,47,0.14285714285714285
t16,diagonal_lda,attempted_word,0.5,0.5,48,0.17857142857142858
t16,diagonal_lda,listening_word,0.5,0.5,0,0.17857142857142858
t16,diagonal_lda,listening_word,0.5,0.5,1,0.10714285714285714
t16,diagonal_lda,listening_word,0.5,0.5,2,0.14285714285714285
t16,diagonal_lda,listening_word,0.5,0.5,3,0.17857142857142858
t16,diagonal_lda,listening_word,0.5,0.5,4,0.10714285714285714
t16,diagonal_lda,listening_word,0.5,0.5,5,0.10714285714285714
t16,diagonal_lda,listening_word,0.5,0.5,6,0.0
t16,diagonal_lda,listening_word,0.5,0.5,7,0.21428571428571427
t16,diagonal_lda,listening_word,0.5,0.5,8,0.10714285714285714
t16,diagonal_lda,listening_word,0.5,0.5,9,0.14285714285714285
t16,diagonal_lda,listening_word,0.5,0.5,10,0.17857142857142858
t16,diagonal_lda,listening_word,0.5,0.5,11,0.25
t16,diagonal_lda,listening_word,0.5,0.5,12,0.21428571428571427
t16,diagonal_lda,listening_word,0.5,0.5,13,0.17857142857142858
t16,diagonal_lda,listening_word,0.5,0.5,14,0.25
t16,diagonal_lda,listening_word,0.5,0.5,15,0.21428571428571427
t16,diagonal_lda,listening_word,0.5,0.5,16,0.21428571428571427
t16,diagonal_lda,listening_word,0.5,0.5,17,0.17857142857142858
t16,diagonal_lda,listening_word,0.5,0.5,18,0.07142857142857142
t16,diagonal_lda,listening_word,0.5,0.5,19,0.17857142857142858
t16,diagonal_lda,listening_word,0.5,0.5,20,0.10714285714285714
t16,diagonal_lda,listening_word,0.5,0.5,21,0.21428571428571427
t16,diagonal_lda,listening_word,0.5,0.5,22,0.10714285714285714
t16,diagonal_lda,listening_word,0.5,0.5,23,0.2857142857142857
t16,diagonal_lda,listening_word,0.5,0.5,24,0.17857142857142858
t16,diagonal_lda,listening_word,0.5,0.5,25,0.10714285714285714
t16,diagonal_lda,listening_word,0.5,0.5,26,0.14285714285714285
t16,diagonal_lda,listening_word,0.5,0.5,27,0.07142857142857142
t16,diagonal_lda,listening_word,0.5,0.5,28,0.17857142857142858
t16,diagonal_lda,listening_word,0.5,0.5,29,0.07142857142857142
t16,diagonal_lda,listening_word,0.5,0.5,30,0.14285714285714285
t16,diagonal_lda,listening_word,0.5,0.5,31,0.25
t16,diagonal_lda,listening_word,0.5,0.5,32,0.10714285714285714
t16,diagonal_lda,listening_word,0.5,0.5,33,0.25
t16,diagonal_lda,listening_word,0.5,0.5,34,0.10714285714285714
t16,diagonal_lda,listening_word,0.5,0.5,35,0.10714285714285714
t16,diagonal_lda,listening_word,0.5,0.5,36,0.17857142857142858
t16,diagonal_lda,listening_word,0.5,0.5,37,0.07142857142857142
t16,diagonal_lda,listening_word,0.5,0.5,38,0.14285714285714285
t16,diagonal_lda,listening_word,0.5,0.5,39,0.14285714285714285
t16,diagonal_lda,listening_word,0.5,0.5,40,0.14285714285714285
t16,diagonal_lda,listening_word,0.5,0.5,41,0.07142857142857142
t16,diagonal_lda,listening_word,0.5,0.5,42,0.17857142857142858
t16,diagonal_lda,listening_word,0.5,0.5,43,0.14285714285714285
t16,diagonal_lda,listening_word,0.5,0.5,44,0.14285714285714285
t16,diagonal_lda,listening_word,0.5,0.5,45,0.17857142857142858
t16,diagonal_lda,listening_word,0.5,0.5,46,0.07142857142857142
t16,diagonal_lda,listening_word,0.5,0.5,47,0.2857142857142857
t16,diagonal_lda,listening_word,0.5,0.5,48,0.17857142857142858
t16,diagonal_lda,behavior,0.5,0.5,0,0.25892857142857145
t16,diagonal_lda,behavior,0.5,0.5,1,0.03571428571428571
t16,diagonal_lda,behavior,0.5,0.5,2,0.16071428571428573
t16,diagonal_lda,behavior,0.5,0.5,3,0.30357142857142855
t16,diagonal_lda,behavior,0.5,0.5,4,0.08035714285714285
t16,diagonal_lda,behavior,0.5,0.5,5,0.4375
t16,diagonal_lda,behavior,0.5,0.5,6,0.42857142857142855
t16,diagonal_lda,behavior,0.5,0.5,7,0.04464285714285714
t16,diagonal_lda,behavior,0.5,0.5,8,0.1607142857142857
t16,diagonal_lda,behavior,0.5,0.5,9,0.3839285714285714
t16,diagonal_lda,behavior,0.5,0.5,10,0.6428571428571429
t16,diagonal_lda,behavior,0.5,0.5,11,0.10714285714285714
t16,diagonal_lda,behavior,0.5,0.5,12,0.16964285714285712
t16,diagonal_lda,behavior,0.5,0.5,13,0.4017857142857143
t16,diagonal_lda,behavior,0.5,0.5,14,0.13392857142857142
t16,diagonal_lda,behavior,0.5,0.5,15,0.1875
t16,diagonal_lda,behavior,0.5,0.5,16,0.25
t16,diagonal_lda,behavior,0.5,0.5,17,0.20535714285714285
t16,diagonal_lda,behavior,0.5,0.5,18,0.23214285714285715
t16,diagonal_lda,behavior,0.5,0.5,19,0.2767857142857143
t16,diagonal_lda,behavior,0.5,0.5,20,0.25
t16,diagonal_lda,behavior,0.5,0.5,21,0.4464285714285714
t16,diagonal_lda,behavior,0.5,0.5,22,0.20535714285714285
t16,diagonal_lda,behavior,0.5,0.5,23,0.08928571428571427
t16,diagonal_lda,behavior,0.5,0.5,24,0.4375
t16,diagonal_lda,behavior,0.5,0.5,25,0.19642857142857142
t16,diagonal_lda,behavior,0.5,0.5,26,0.25
t16,diagonal_lda,behavior,0.5,0.5,27,0.23214285714285715
t16,diagonal_lda,behavior,0.5,0.5,28,0.24107142857142858
t16,diagonal_lda,behavior,0.5,0.5,29,0.4464285714285714
t16,diagonal_lda,behavior,0.5,0.5,30,0.41964285714285715
t16,diagonal_lda,behavior,0.5,0.5,31,0.4375
t16,diagonal_lda,behavior,0.5,0.5,32,0.2767857142857143
t16,diagonal_lda,behavior,0.5,0.5,33,0.2857142857142857
t16,diagonal_lda,behavior,0.5,0.5,34,0.2232142857142857
t16,diagonal_lda,behavior,0.5,0.5,35,0.4375
t16,diagonal_lda,behavior,0.5,0.5,36,0.29464285714285715
t16,diagonal_lda,behavior,0.5,0.5,37,0.09821428571428571
t16,diagonal_lda,behavior,0.5,0.5,38,0.24107142857142855
t16,diagonal_lda,behavior,0.5,0.5,39,0.25
t16,diagonal_lda,behavior,0.5,0.5,40,0.10714285714285714
t16,diagonal_lda,behavior,0.5,0.5,41,0.44642857142857145
t16,diagonal_lda,behavior,0.5,0.5,42,0.20535714285714285
t16,diagonal_lda,behavior,0.5,0.5,43,0.11607142857142858
t16,diagonal_lda,behavior,0.5,0.5,44,0.3125
t16,diagonal_lda,behavior,0.5,0.5,45,0.16964285714285712
t16,diagonal_lda,behavior,0.5,0.5,46,0.16964285714285715
t16,diagonal_lda,behavior,0.5,0.5,47,0.07142857142857142
t16,diagonal_lda,behavior,0.5,0.5,48,0.20535714285714285
t17,shrinkage_lda,imagined_word,0.5,0.5,0,0.2571428571428572
t17,shrinkage_lda,imagined_word,0.5,0.5,1,0.14285714285714285
t17,shrinkage_lda,imagined_word,0.5,0.5,2,0.2285714285714286
t17,shrinkage_lda,imagined_word,0.5,0.5,3,0.12857142857142856
t17,shrinkage_lda,imagined_word,0.5,0.5,4,0.08571428571428572
t17,shrinkage_lda,imagined_word,0.5,0.5,5,0.1142857142857143
t17,shrinkage_lda,imagined_word,0.5,0.5,6,0.12857142857142856
t17,shrinkage_lda,imagined_word,0.5,0.5,7,0.17142857142857143
t17,shrinkage_lda,imagined_word,0.5,0.5,8,0.14285714285714285
t17,shrinkage_lda,imagined_word,0.5,0.5,9,0.17142857142857146
t17,shrinkage_lda,imagined_word,0.5,0.5,10,0.17142857142857143
t17,shrinkage_lda,imagined_word,0.5,0.5,11,0.09999999999999999
t17,shrinkage_lda,imagined_word,0.5,0.5,12,0.09999999999999999
t17,shrinkage_lda,imagined_word,0.5,0.5,13,0.11428571428571428
t17,shrinkage_lda,imagined_word,0.5,0.5,14,0.07142857142857142
t17,shrinkage_lda,imagined_word,0.5,0.5,15,0.08571428571428573
t17,shrinkage_lda,imagined_word,0.5,0.5,16,0.14285714285714285
t17,shrinkage_lda,imagined_word,0.5,0.5,17,0.1
t17,shrinkage_lda,imagined_word,0.5,0.5,18,0.08571428571428572
t17,shrinkage_lda,imagined_word,0.5,0.5,19,0.17142857142857146
t17,shrinkage_lda,imagined_word,0.5,0.5,20,0.22857142857142856
t17,shrinkage_lda,imagined_word,0.5,0.5,21,0.11428571428571428
t17,shrinkage_lda,imagined_word,0.5,0.5,22,0.09999999999999999
t17,shrinkage_lda,imagined_word,0.5,0.5,23,0.15714285714285717
t17,shrinkage_lda,imagined_word,0.5,0.5,24,0.17142857142857146
t17,shrinkage_lda,imagined_word,0.5,0.5,25,0.19999999999999998
t17,shrinkage_lda,imagined_word,0.5,0.5,26,0.14285714285714285
t17,shrinkage_lda,imagined_word,0.5,0.5,27,0.09999999999999999
t17,shrinkage_lda,imagined_word,0.5,0.5,28,0.17142857142857146
t17,shrinkage_lda,imagined_word,0.5,0.5,29,0.15714285714285717
t17,shrinkage_lda,imagined_word,0.5,0.5,30,0.18571428571428572
t17,shrinkage_lda,imagined_word,0.5,0.5,31,0.15714285714285717
t17,shrinkage_lda,imagined_word,0.5,0.5,32,0.21428571428571427
t17,shrinkage_lda,imagined_word,0.5,0.5,33,0.09999999999999999
t17,shrinkage_lda,imagined_word,0.5,0.5,34,0.1142857142857143
t17,shrinkage_lda,imagined_word,0.5,0.5,35,0.1142857142857143
t17,shrinkage_lda,imagined_word,0.5,0.5,36,0.1857142857142857
t17,shrinkage_lda,imagined_word,0.5,0.5,37,0.15714285714285717
t17,shrinkage_lda,imagined_word,0.5,0.5,38,0.21428571428571427
t17,shrinkage_lda,imagined_word,0.5,0.5,39,0.17142857142857146
t17,shrinkage_lda,imagined_word,0.5,0.5,40,0.1285714285714286
t17,shrinkage_lda,imagined_word,0.5,0.5,41,0.14285714285714285
t17,shrinkage_lda,imagined_word,0.5,0.5,42,0.1
t17,shrinkage_lda,imagined_word,0.5,0.5,43,0.08571428571428572
t17,shrinkage_lda,imagined_word,0.5,0.5,44,0.14285714285714288
t17,shrinkage_lda,imagined_word,0.5,0.5,45,0.15714285714285717
t17,shrinkage_lda,imagined_word,0.5,0.5,46,0.2
t17,shrinkage_lda,imagined_word,0.5,0.5,47,0.14285714285714285
t17,shrinkage_lda,imagined_word,0.5,0.5,48,0.21428571428571433
t17,shrinkage_lda,attempted_word,0.5,0.5,0,0.14285714285714285
t17,shrinkage_lda,attempted_word,0.5,0.5,1,0.14285714285714285
t17,shrinkage_lda,attempted_word,0.5,0.5,2,0.14285714285714285
t17,shrinkage_lda,attempted_word,0.5,0.5,3,0.1142857142857143
t17,shrinkage_lda,attempted_word,0.5,0.5,4,0.14285714285714285
t17,shrinkage_lda,attempted_word,0.5,0.5,5,0.17142857142857143
t17,shrinkage_lda,attempted_word,0.5,0.5,6,0.05714285714285715
t17,shrinkage_lda,attempted_word,0.5,0.5,7,0.19999999999999998
t17,shrinkage_lda,attempted_word,0.5,0.5,8,0.19999999999999998
t17,shrinkage_lda,attempted_word,0.5,0.5,9,0.1142857142857143
t17,shrinkage_lda,attempted_word,0.5,0.5,10,0.14285714285714285
t17,shrinkage_lda,attempted_word,0.5,0.5,11,0.17142857142857146
t17,shrinkage_lda,attempted_word,0.5,0.5,12,0.2857142857142857
t17,shrinkage_lda,attempted_word,0.5,0.5,13,0.22857142857142856
t17,shrinkage_lda,attempted_word,0.5,0.5,14,0.2
t17,shrinkage_lda,attempted_word,0.5,0.5,15,0.19999999999999998
t17,shrinkage_lda,attempted_word,0.5,0.5,16,0.08571428571428573
t17,shrinkage_lda,attempted_word,0.5,0.5,17,0.08571428571428573
t17,shrinkage_lda,attempted_word,0.5,0.5,18,0.14285714285714285
t17,shrinkage_lda,attempted_word,0.5,0.5,19,0.1142857142857143
t17,shrinkage_lda,attempted_word,0.5,0.5,20,0.028571428571428574
t17,shrinkage_lda,attempted_word,0.5,0.5,21,0.05714285714285715
t17,shrinkage_lda,attempted_word,0.5,0.5,22,0.1142857142857143
t17,shrinkage_lda,attempted_word,0.5,0.5,23,0.05714285714285715
t17,shrinkage_lda,attempted_word,0.5,0.5,24,0.14285714285714285
t17,shrinkage_lda,attempted_word,0.5,0.5,25,0.05714285714285715
t17,shrinkage_lda,attempted_word,0.5,0.5,26,0.3142857142857142
t17,shrinkage_lda,attempted_word,0.5,0.5,27,0.19999999999999998
t17,shrinkage_lda,attempted_word,0.5,0.5,28,0.2571428571428572
t17,shrinkage_lda,attempted_word,0.5,0.5,29,0.028571428571428574
t17,shrinkage_lda,attempted_word,0.5,0.5,30,0.19999999999999998
t17,shrinkage_lda,attempted_word,0.5,0.5,31,0.14285714285714285
t17,shrinkage_lda,attempted_word,0.5,0.5,32,0.08571428571428572
t17,shrinkage_lda,attempted_word,0.5,0.5,33,0.19999999999999998
t17,shrinkage_lda,attempted_word,0.5,0.5,34,0.05714285714285715
t17,shrinkage_lda,attempted_word,0.5,0.5,35,0.028571428571428574
t17,shrinkage_lda,attempted_word,0.5,0.5,36,0.14285714285714285
t17,shrinkage_lda,attempted_word,0.5,0.5,37,0.14285714285714285
t17,shrinkage_lda,attempted_word,0.5,0.5,38,0.19999999999999998
t17,shrinkage_lda,attempted_word,0.5,0.5,39,0.14285714285714285
t17,shrinkage_lda,attempted_word,0.5,0.5,40,0.2857142857142857
t17,shrinkage_lda,attempted_word,0.5,0.5,41,0.05714285714285715
t17,shrinkage_lda,attempted_word,0.5,0.5,42,0.08571428571428573
t17,shrinkage_lda,attempted_word,0.5,0.5,43,0.17142857142857143
t17,shrinkage_lda,attempted_word,0.5,0.5,44,0.08571428571428573
t17,shrinkage_lda,attempted_word,0.5,0.5,45,0.22857142857142856
t17,shrinkage_lda,attempted_word,0.5,0.5,46,0.05714285714285715
t17,shrinkage_lda,attempted_word,0.5,0.5,47,0.14285714285714285
t17,shrinkage_lda,attempted_word,0.5,0.5,48,0.08571428571428573
t17,shrinkage_lda,listening_word,0.5,0.5,0,0.19999999999999998
t17,shrinkage_lda,listening_word,0.5,0.5,1,0.19999999999999998
t17,shrinkage_lda,listening_word,0.5,0.5,2,0.08571428571428573
t17,shrinkage_lda,listening_word,0.5,0.5,3,0.17142857142857146
t17,shrinkage_lda,listening_word,0.5,0.5,4,0.2285714285714286
t17,shrinkage_lda,listening_word,0.5,0.5,5,0.14285714285714285
t17,shrinkage_lda,listening_word,0.5,0.5,6,0.08571428571428573
t17,shrinkage_lda,listening_word,0.5,0.5,7,0.14285714285714285
t17,shrinkage_lda,listening_word,0.5,0.5,8,0.08571428571428573
t17,shrinkage_lda,listening_word,0.5,0.5,9,0.3142857142857142
t17,shrinkage_lda,listening_word,0.5,0.5,10,0.17142857142857143
t17,shrinkage_lda,listening_word,0.5,0.5,11,0.14285714285714285
t17,shrinkage_lda,listening_word,0.5,0.5,12,0.08571428571428573
t17,shrinkage_lda,listening_word,0.5,0.5,13,0.14285714285714285
t17,shrinkage_lda,listening_word,0.5,0.5,14,0.2
t17,shrinkage_lda,listening_word,0.5,0.5,15,0.19999999999999998
t17,shrinkage_lda,listening_word,0.5,0.5,16,0.2571428571428571
t17,shrinkage_lda,listening_word,0.5,0.5,17,0.14285714285714285
t17,shrinkage_lda,listening_word,0.5,0.5,18,0.14285714285714285
t17,shrinkage_lda,listening_word,0.5,0.5,19,0.14285714285714285
t17,shrinkage_lda,listening_word,0.5,0.5,20,0.08571428571428573
t17,shrinkage_lda,listening_word,0.5,0.5,21,0.19999999999999998
t17,shrinkage_lda,listening_word,0.5,0.5,22,0.1142857142857143
t17,shrinkage_lda,listening_word,0.5,0.5,23,0.2285714285714286
t17,shrinkage_lda,listening_word,0.5,0.5,24,0.22857142857142856
t17,shrinkage_lda,listening_word,0.5,0.5,25,0.14285714285714285
t17,shrinkage_lda,listening_word,0.5,0.5,26,0.08571428571428573
t17,shrinkage_lda,listening_word,0.5,0.5,27,0.1142857142857143
t17,shrinkage_lda,listening_word,0.5,0.5,28,0.17142857142857143
t17,shrinkage_lda,listening_word,0.5,0.5,29,0.2571428571428571
t17,shrinkage_lda,listening_word,0.5,0.5,30,0.17142857142857146
t17,shrinkage_lda,listening_word,0.5,0.5,31,0.17142857142857146
t17,shrinkage_lda,listening_word,0.5,0.5,32,0.05714285714285715
t17,shrinkage_lda,listening_word,0.5,0.5,33,0.1142857142857143
t17,shrinkage_lda,listening_word,0.5,0.5,34,0.1142857142857143
t17,shrinkage_lda,listening_word,0.5,0.5,35,0.17142857142857143
t17,shrinkage_lda,listening_word,0.5,0.5,36,0.14285714285714285
t17,shrinkage_lda,listening_word,0.5,0.5,37,0.14285714285714285
t17,shrinkage_lda,listening_word,0.5,0.5,38,0.17142857142857143
t17,shrinkage_lda,listening_word,0.5,0.5,39,0.2285714285714286
t17,shrinkage_lda,listening_word,0.5,0.5,40,0.17142857142857143
t17,shrinkage_lda,listening_word,0.5,0.5,41,0.17142857142857146
t17,shrinkage_lda,listening_word,0.5,0.5,42,0.17142857142857143
t17,shrinkage_lda,listening_word,0.5,0.5,43,0.1142857142857143
t17,shrinkage_lda,listening_word,0.5,0.5,44,0.2571428571428571
